timestamp,Email,ACTION_VERB,OBJECT_ID,OBJECT_NAME,OBJECT_TYPE,OBJECT_DESCRIPTION,RelatedActivities,Context
2022-01-31 22:59:03+00:00,476c3733bf12aa1d225e3da98683b6332b398183,viewed,https://your_moodle_site/course/user.php?mode=grade&id=192&user=16db4dd2acdfa73152a598c1810da0bdaef06ad6,course user report,http://id.tincanapi.com/activitytype/user-profile,the user report for the course,"['https://your_moodle_site/course/user.php?mode=grade&id=192&user=16db4dd2acdfa73152a598c1810da0bdaef06ad6', 'https://your_moodle_site', 'https://your_moodle_site/course/view.php?id=192', 'http://moodle.org']",\core\event\course_user_report_viewed
